channel_id,all_comment_count,eng_comment_count
UCEWpbFLzoYGPfuWUMFPSaoA,148,107
UCEYlNI8wno2Xp7YUNdMN22A,24,5
UCE_0zvmu1pMYZAgqyjW6qsQ,29,17
UCE_BYUUN0I04cAmk1c40sTg,35,27
UCEakj6jI7jTklY8uOA4Tpig,48,39
UCEcLMPMI4b-pJpLrfnEvsvQ,41,25
UCEdvpU2pFRCVqU6yIPyTpMQ,24,12
UCEexyzp7gYKyCCt5IDuvF_A,34,2
UCEf_Bc-KVd7onSeifS3py9g,30,12
UCEf_IWYOziiG5XLx-Hl9A_A,23,4
UCEmAtcZ1COU1CE9pp_zX1Fw,9,2
UCEngNaaT3MS0H5EN7p2gXLA,27,5
UCEprB-U8g9k-IvhhxUGezJQ,29,21
UCErX4CQeesrYOs03fufBiHQ,27,16
UCEsXeMANIGwjoFgVcJ16QWA,67,17
UCEszEwlcXDgCxMfqHIpAZxw,28,16
UCEt1Ef_TQfkaEmjRmOWiFog,36,26
UCEtR1hAjm4M2yZxuk8-S8JA,114,72
UCEuOwB9vSL1oPKGNdONB4ig,41,19
UCEuiOszNd6msGgqsD0f9YAQ,13,9
UCEvthnNXQ2x_g1Q_OLtpF-g,38,27
UCEwd_VhwoyMnRAu5O8r0pzA,85,63
UCF-uUxo43IPpnEwnR62WGlA,43,37
UCF0-84qhSDVOq8i2I3jDVcA,30,22
UCF1iS7Bp9_hsQphNF6o8qwQ,14,10
UCF2pLTqtRYkFKv2u5Y5xOWA,25,18
UCF31eojFKhWQJviyMICWO2w,25,16
UCF7pSmWPyyKTXP9DxQ6KDUw,29,16
UCF9IOB2TExg3QIBupFtBDxg,31,24
UCF9OHrRasw-r4JcnBo4E2cg,25,19
UCFAeoB7W1iZe3gRg_0AJDLg,5,3
UCFBOYHkJJC-o8HHXRT9AQMg,32,24
UCFEpFpv82DGownPexhrpkZg,31,21
UCFIWUqnyVjeYUJVBW-1F5bg,30,25
UCFKqZCWb_6m43WZXl4vXQaA,31,14
UCFMkPeE8jiPirJMv9kttuIg,34,25
UCFN6lQpfY8XIRdhv9G-f4bg,30,25
UCFN_dQuFU6tXwVLXppqOwpA,26,11
UCFOK2D31p00E67zZQphDfKg,20,4
UCFPvnkCZbHfBvV8ApBBE0vA,37,28
UCFSJRBoQ2zwjGYLl6gEr3JQ,32,0
UCFSWlEpDBctm2ACzdU96YDg,33,20
UCFVM_zMWzOCMaQii3fCnCKA,30,20
UCF_ZRSDSX4DqY2GooDwX_AA,35,17
UCF_fDSgPpBQuh1MsUTgIARQ,143,77
UCFaSR7gUU39qJe-eDSiGY0A,30,22
UCFagkCTe3d4kFzLSBliNkXg,29,23
UCFdmd1JSZVHF2nCpudLfQDA,23,1
UCFhXFikryT4aFcLkLw2LBLA,98,70
UCFklhCzrv2UIVOsAEVaWzFg,35,4
UCFks_UAxc9zdWHAE75eWDDA,33,25
UCFmofUYwZd1Ibf_O3PF71jg,6,5
UCFtEEv80fQVKkD4h1PF-Xqw,5,4
UCFuIUoyHB12qpYa8Jpxoxow,35,2
UCFuq6XXJroQgEni1tvckmXg,18,12
UCFwS8sLuE4Du7VA_DDnhmeg,28,3
UCG10CJ-y-08b0DPQ1YQ345Q,64,49
UCG24bc5PU4ujXFlRe5gbRMA,28,9
UCG8Ek6j9-NW15qrCgJZdErA,32,24
UCGA2OgjW608QEaGwxA7aRTg,31,21
UCGBD7uXRwp_lb2Mpu2XupBQ,1,1
UCGBO6EahCqQSyXIws1MQdDg,15,10
UCGBpxWJr9FNOcFYA5GkKrMg,38,19
UCGBzBkV-MinlBvHBzZawfLQ,69,40
UCGDWEcTlImuSDo0_1P59rKQ,24,17
UCGJdzJQ3R1BpahSvcFq23HA,25,11
UCGNFqULihCOrP3-hOQ-rNEw,26,7
UCGPGirOab9EGy7VH4IwmWVQ,78,56
UCGQdOvu5tCRBTYA2niM69qg,34,23
UCGSPErEtUzPI4XIbU3fifiQ,64,44
UCGS_UGeS2t2HVqYx7r-L28w,10,5
UCGUH78bfJtJo6mqkSsWojgg,3,1
UCGY4QLnE_jyO1mao6oZXlxw,24,5
UCG_eo_4LsisqsSSkQMHGJGw,28,17
UCGaOvAFinZ7BCN_FDmw74fQ,58,29
UCGaVdbSav8xWuFWTadK6loA,32,19
UCGaotBFKgoaZamPb4sbEIYg,28,15
UCGfclwcB8i13_4tp_FJjqbQ,18,14
UCGfgKimGJ4yueKEtFVPpHtw,33,21
UCGgf_k1y-_d-4Eh922iCCJg,30,17
UCGm22n-02oom5R_1lITZyAw,34,20
UCGmcfA0BCjwIDVg3UvpxkxQ,14,6
UCGnjeahCJW1AF34HBmQTJ-Q,65,15
UCGomVNOsPDcNY8rhCbOV4lQ,36,6
UCGq-a57w-aPwyi3pW7XLiHw,35,20
UCGs1JjiRBEKMlVD4eUxJ2ww,27,19
UCGsIaIdB3eLErFObXcQRUqA,14,10
UCGsOxD9JEXYX20-mLWulREQ,6,4
UCGsYQnsvuTpWt8_mq-woDRw,40,22
UCGt7X90Au6BV8rf49BiM6Dg,36,28
UCGttrUON87gWfU6dMWm1fcA,36,21
UCGvbidYOdD8rH0LJlVmZb5g,35,9
UCGwu0nbY2wSkW8N-cghnLpA,69,53
UCGx_EAnpzRvVTwUUafJTN8A,31,19
UCGy7SkBjcIAgTiwkXEtPnYg,59,40
UCH-g5AQbCdDMtEmBtGXLXNQ,30,22
UCH0UL4tOI94XLOfK3gK82LA,7,5
UCH11eQQ-QyfppeMsQJU6fMg,33,28
UCH1oRy1dINbMVp3UFWrKP0w,6,4
UCH2-gDpyBkROtJV89J6o0tA,18,9
UCH4BNI0-FOK2dMXoFtViWHw,108,77
UCHB6BajpRntetI0g1g2jCiw,8,4
UCHCThmyZ-2yWkv0UVeBDdnQ,7,6
UCHCph-_jLba_9atyCZJPLQQ,29,17
UCHE7rAi1Fw1CBmQXFtvJmrw,28,19
UCHHfOQ4CA8JrtxpVk4-foDg,3,2
UCHOf-N-yRIHvcZpAcKnNIEQ,6,4
UCHPHV1vMBvc-hce4Z5xP88A,30,19
UCHRx3w9GE3r-iqpvIKsTgeQ,30,24
UCHRxG4X0k8nH5tv4Vy2Jf1Q,35,22
UCHSOqo1eYLPaoY82fMs7_Rw,36,23
UCHUE4ypXKp7ZkmdWbGJNgJg,29,24
UCHXa4OpASJEwrHrLeIzw7Yg,67,50
UCHZfx2vngpEZuhybUux5K3A,28,13
UCH_9z5v40C6X9oF3sWzL6BA,27,18
UCH_eu1lvvxpgoFc2lVruhkQ,59,40
UCHaHD477h-FeBbVh9Sh7syA,49,39
UCHaoDjLMZLiH-tYB2jMMw8g,26,21
UCHiwMnZqF-6XkQAb2sOjaYQ,21,12
UCHkJ2mA6ES6bCl2JylZfEhg,23,1
UCHmPyPt4AkrU1es6kxk0OMA,31,18
UCHnyfMqiRRG1u-2MsSQLbXA,188,136
UCHpGOTBGfltnrLqxfJn6zog,59,42
UCHpw8xwDNhU9gdohEcJu4aA,9,7
UCHqjrJE84tmpT5VQS_CRJZw,7,2
UCHtrI4TzNgpka8t6WGfgbhQ,11,1
UCHy-NJupAkIDoOKFNRwlhjg,30,21
UCHzcS9Hm5dieyRWDMY-earw,18,12
UCI-Ho-GaKYbtMzXJWmWAsrg,36,15
UCI1aMrmoZtWyzSfvMewGwbw,11,6
UCI3H1FsjbdqGcLq93ZilV5g,50,38
UCIALMKvObZNtJ6AmdCLP7Lg,4,4
UCIDBp59M3O_n6tNnwUt9gyA,27,6
UCIEv3lZ_tNXHzL3ox-_uUGQ,28,16
UCIHdDJ0tjn_3j-FS7s_X1kQ,37,30
UCIJ0lLcABPdYGp7pRMGccAQ,31,3
UCIJ7ElhHMlz9lKh8_-dh4rA,36,31
UCIJwWYOfsCfz6PjxbONYXSg,66,52
UCIKf6APAtIjhDOtJG4anPhg,10,9
UCIMasKY5YlgzcOmxVW4loaw,269,184
UCINvptL0z9VpYScsNIoup8A,33,21
UCIRYBXDze5krPDzAEOxFGVA,33,23
UCIWAwKP3_KcWned5aLqZHtw,74,46
UCIWPeSl1aL72F1NCuS4ePTQ,6,6
UCIWRaf6SYL0HLv6E5pdWv_g,27,18
UCIWZ1_W5BqsvW9fm1cYFPpQ,30,16
UCIan0GcAkqLmyl8qPbVpibg,31,1
UCIdMuFFD42OKezEDsxzYqcA,26,13
UCIqWFhsJm2VU1ZuGrZnx3Pw,52,32
UCIr4vkCsn0tdTW2xZ1jRG1g,30,16
UCIrgJInjLS2BhlHOMDW7v0g,30,21
UCItXVkLkMv3RbJesDZW0uYA,32,19
UCItvAkABoa1J19zujDySvXw,44,27
UCIvOUTuA_JHMv6M_wPQNxUA,15,9
UCIxLxlan8q9WA7sjuq6LdTQ,23,14
UCIxmWUbe4OZuMDJKIHKwwKg,32,29
UCIxqQLeV6GojXty2w-VTKWQ,29,18
UCJ-cqYmyR0-rIb0lariMs0g,60,37
UCJ0-OtVpF0wOKEqT2Z1HEtA,29,17
UCJ35n3ueAN0cWvQqKptu-Zg,1,1
UCJ9905MRHxwLZ2jeNQGIWxA,3,2
UCJAlfy5KCZRC2nkXUg2v1BA,26,4
UCJE19PFX3WnSfv1ikk8USnQ,34,23
UCJEDFSxHHOW1PpBccdSxOTA,11,4
UCJIOFQLGwB3GH9K9waxwynQ,29,12
UCJIfeSCssxSC_Dhc5s7woww,23,16
UCJLLiIBagfrXxfcxcRPg24Q,35,26
UCJLMboBYME_CLEfwsduI0wQ,35,27
UCJPpE22GR3Tt8TJQmFtQjwQ,23,16
UCJQJ4GjTiq5lmn8czf8oo0Q,31,24
UCJS9pqu9BzkAMNTmzNMNhvg,103,82
UCJX8Wn6opMsBng3QWh0dK6g,29,17
UCJXCxy_RyC0GeRhs-2f7J4A,35,23
UCJYJgj7rzsn0vdR7fkgjuIA,24,19
UCJdxm_w7Yqu-IYOCPfxEgiw,35,20
UCJgDzk8RDB_gSsn0ZGxLODA,149,71
UCJgOIRUdsXtrC-1-vgwmy0A,20,13
UCJhjE7wbdYAae1G25m0tHAA,25,11
UCJi-1q-Z7Lf8QKCoprR2K2g,29,7
UCJjAIBWeY022ZNj_Cp_6wAw,10,5
UCJm2TgUqtK1_NLBrjNQ1P-w,34,28
UCJm7iNPKhW7JzAP9PqMc_qQ,32,1
UCJnGGTaVKui3OAST9yyXxOg,33,25
UCJnS2EsPfv46u1JR8cnD0NA,30,21
UCJs8b2zNCCnowE051wnCqIw,29,16
UCJsUvAqDzczYv2UpFmu4PcA,75,57
UCJswRv22oiUgmT1FuFeUekw,72,53
UCJublDh2UsiIKsAE1553miw,18,13
UCJvBXBYPWE1aIlrM0r1Ilhw,57,50
UCJwKCyEIFHwUOPQQ-4kC1Zw,17,13
UCJxAxCEFg4wRnZYZNL7_1uQ,31,23
UCK-0srt5hdY5m6Zos_NlJZg,28,23
UCK-6FjMu9OI8i0Fo6bkW0VA,62,49
UCK-HHyVCfKYzhxVOJgBt73w,111,77
UCK0igYivkzd0isz7oDPqVlw,8,4
UCK3emrAY8KxtR1EffQxCWbw,31,9
UCK4_MNKAJ_9K5Bsi-3-S8VA,21,12
UCK4iZRo3rgsG4OuBycWqy1Q,5,5
UCK4zwu2xhfZlMj29323xisg,27,25
UCK5TFZ9yB5aAEuAjbv1i_GA,32,19
UCK5dwWFmB8zqyhDfNgM5eXw,32,18
UCK70H_67YRgeA513ZHA2TIg,211,122
UCK7tptUDHh-RYDsdxO1-5QQ,25,18
UCK8sQmJBp8GCxrOtXWBpyEA,1,1
UCKAh1Uk07JcGld5QGXbsnHg,18,13
UCKBpKeRhhCQOQwbPz4aYZWg,41,29
UCKEhjc8fonQQ0mZWw3LO9SQ,38,5
UCKFjNynYRgDfnSIXzELPqTA,32,19
UCKHaKEGaQeoG7MwUuF1BP9Q,4,3
UCKKf2Tvw0Xqz6RfzTI2dTpQ,33,19
UCKQECjul8nw1KW_JzfBTP1A,9,6
UCKQKIY2YlI4L5QVg7hhfjrQ,24,14
UCKRGpJoQmyzM1VvAPdBkefQ,34,22
UCKUtLtLprzPOdd83lSNfQpw,2,1
UCKWaEZ-_VweaEx1j62do_vQ,108,83
UCKX8qlNu2v4m0bCkhd7jicA,29,25
UCKZbgzsJ_XsgGevLAKI1DwA,36,19
UCKZo4N0lVPccBkSiuyVh4yg,39,22
UCKcukj-n3-kUJ5u59L-bwgg,2,1
UCKfak8fBm_Lhy4eX9UKxEpA,33,28
UCKifE11pFr_y43x0mwTJPxg,7,6
UCKjxLqQ4kludVPBo3qp-zkA,15,7
UCKmmERguliWTynG9OIoDhDw,56,35
UCKqZLmcDAWqDyyXUfYNNpVQ,32,0
UCKrwS0ZZNYdTJaP5pj7kZcw,35,24
UCKsP3v2JeT2hWI_HzkxWiMA,26,20
UCKuSDqgt_rrBwvtc7CxSTeQ,25,16
UCKvKjZ3l9azWz4F49q2R3tQ,64,35
UCKx71st3-lSiQFX91CEWTAQ,25,4
UCKxAfFTFQFYJrwdCl4PlGpg,31,25
UCKyFqIO2OXPEHKopzWsbUpg,71,37
UCL5bAcVfbxSAs-UM5f5ncWg,65,51
UCL5eiGK1f0A-DecaBqq5emg,31,25
UCLBdKZf1_rsO2euKzGNIOmw,31,22
UCLEJtcaMQePVD5N8VD8JsfA,35,2
UCLEQMN2aaUD9VfBVPxG0IOg,15,0
UCLFDkgBwHbF0K1lDYylMNLA,24,19
UCLH7qUqM0PLieCVaHA7RegA,17,14
UCLIPBZ6XQ4ldx5cDWNsAvkA,26,18
UCLRGBPzHDwQp2807cEfY-8g,35,24
UCLScOxXQZt2GQN5a7-vCDlw,28,13
UCLXo7UDZvByw2ixzpQCufnA,91,62
UCL_f53ZEJxp8TtlOkHwMV9Q,31,24
UCLbidg2ZT49dWrxDkwNKr0g,29,16
UCLdP3jmBYe9lAZQbY6OSYjw,20,16
UCLjFj03yrdSd2X4Uqo7KXSw,43,33
UCLjwRB4r2aZOAo-ftaWvP5A,26,8
UCLo2De1CJ5SThUJWNXRYafA,16,10
UCLrpwrZvK9Y1wiMzmM8-fyQ,33,23
UCLtKBD5l-TqKoo7ThfmN7Wg,60,0
UCLuBF4Xr1-BIpcpFFm7zp7w,57,21
UCLue5AhDOIpePYzlc3rOVVQ,24,15
UCLxAS02eWvfZK4icRNzWD_g,51,21
UCLxpvEHi22zim8PqIwPmUog,29,20
UCLz7LG4YVi7_iyk4yOARcxA,50,44
UCM3LabqNUxXYmtz7bVyssmg,1,0
UCM4-RGiG2y5KLqXooyeQZbQ,24,0
UCM4mUayOV-yfqPNzePbHKsw,67,48
UCMAwcc6Jw0T1WCAoGMVC58w,29,19
UCMCYod7q4bZE6LSb6ih-03g,23,2
UCMFSTAyvpl_yBXmq6JPfhBQ,32,21
UCMHQoiq6PnPWb_gGD6eAQEg,28,19
UCMIige08YvBqwzDP3A21-bQ,34,17
UCML61jCX0-7o72iwHOL6RRg,26,15
UCMLtBahI5DMrt0NPvDSoIRQ,28,19
UCMRq9ADyETX-Touo4Srph5g,38,32
UCMSIDB9jvhqBKby2qk6E4VA,156,83
UCMSYZVlQmyG8_2MkIKzg0kw,53,38
UCMSsLqxqvZsNXi0Z-VjN89A,117,93
UCMV3aTOwUtG5vwfH9_rzb2w,31,18
UCMXzc5fADodNEdkSbHXZlpg,30,22
UCMY7ZvLB6-DnuSis_2s37_A,4,2
UCMZKdoqSDUebdreRb3X7lQg,15,9
UCMaxiD_ESHEN0UTWUP9Ctcw,29,7
UCMbZ2K7h0_tbe5j_yuVTutQ,30,13
UCMdClt8h3DnVbvhQvnUJTGQ,27,1
UCMgOduu7dMS9Jf1iqWZkdcw,23,4
UCMhDk2qIKoE7bVht4GeQ8Lg,27,17
UCMiJRAwDNSNzuYeN2uWa0pA,320,228
UCMljRGC0eBJrxbUorWEnasg,35,22
UCMmaBzfCCwZ2KqaBJjkj0fw,34,24
UCMrpRnyBJhgVBy3rm0K4P5w,36,27
UCMyOj6fhvKFMjxUCp3b_3gA,32,19
UCMyvAwiQAJtEDejYJMEz05g,54,9
UCN3-BVMnr44LIUheSuppw1A,26,14
UCN5qpJ_OZl53SfMbVPjA6sg,11,7
UCN6sm8iHiPd0cnoUardDAnw,36,4
UCN9ODImqfJNCdSR5xn0y5FQ,30,12
UCN9v4QG3AQEP3zuRvVs2dAg,93,67
UCNAf1k0yIjyGu3k9BwAg3lg,27,19
UCNGQAOewHhn7YDWNRe4HZ4w,26,4
UCNI0qOojpkhsUtaQ4_2NUhQ,29,15
UCNJVgykdTLVwZemG_O6xDMA,3,1
UCNRW1846nhED2nBdOSAKteA,40,29
UCNT2e7Og56vm5_V-yJWvglA,541,365
UCNUFterLJ9vpFZZ0try7sLA,13,3
UCNU_lfiiWBdtULKOw6X0Dig,82,56
UCNXvxXpDJXp-mZu3pFMzYHQ,40,27
UCNYNFzgjIpJivarmlU64zag,28,1
UCNYi_zGmR519r5gYdOKLTjQ,25,2
UCNZR5xt-HQ61DhBX6r6rXAw,29,15
UCNjfNLnQYbjBEvnS8KFuyGQ,2,1
UCNkV2_eCEfIAlsbyZk5A_Cw,24,12
UCNqFDjYTexJDET3rPDrmJKg,186,100
UCNttUtm9vloDjo-a2jqkoNQ,64,48
UCNuU4q4XLKyqAHQ3-zwHIkw,9,8
UCNvzD7Z-g64bPXxGzaQaa4g,58,41
UCNxbq2vWbmXQeyZPGYTnT6Q,25,19
UCNxneBe-udYnjmbDH9ci3pg,33,28
UCNye-wNBqNL5ZzHSJj3l8Bg,52,38
UCNzul4dnciIlDg8BAcn5-cQ,54,29
UCO-s9MFWm8ghwrcYIMAjDSw,61,32
UCO0akufu9MOzyz3nvGIXAAw,78,57
UCO1DThVnaSypdruQ643LOPQ,30,15
UCO2x-p9gg9TLKneXlibGR7w,21,11
UCO4yGJQP1HwMgBvV7riQnlA,24,8
UCO7V9rAiuAwh1NpEKDb81ew,75,53
UCO7ZQFQwhKsxj7WRqDHYfmw,35,17
UCO7iqpYcqmeRz0my_who9kQ,24,10
UCO7kefTlpAAHoRYh-ZKtfSw,53,24
UCO9LAygES40mbxPFvwkaOMg,40,19
UCOFnyQHIQJcEfd7HzqLy6eQ,9,7
UCOLh1HRogA04qOUZRF9g_wQ,52,30
UCOMxE9nQ50SOIZs_TcKek4A,26,16
UCOOIAv87GGLWNn6Zl_Rettg,83,56
UCOOlawtxwYTq1MZ0Umoy6fA,35,22
UCOT2iLov0V7Re7ku_3UBtcQ,33,27
UCOVhkH1fRrx6vP8HgVT1P5g,9,3
UCOYBaRNdosHLQvIZc1DNHDg,33,26
UCOajpsI8t3Eg-u-s2j_c-cQ,25,16
UCObb67dO5Qlzt28WfP-IQwQ,35,2
UCObs0kLIrDjX2LLSybqNaEA,29,21
UCObsREXyFhKMS2oZikEoVnw,27,23
UCOdGcWvT_3UHSd0oUQnau4g,1,1
UCOf6yoHjR-ERxZZpfjWvpvA,57,9
UCOh01Sv2bdi_hjci9tOH7Mg,34,6
UCOhtMAg7xh8wv_wUHMgFc-Q,25,8
UCOj9WICwHqV_smQj-ucj1AA,26,14
UCOk2CgtW_euf-9w34fnYQnA,26,19
UCOsATJw-IZgqGT8MFrHjKGg,23,16
UCOuP7ygJSo3qEV8VoUITbhA,34,22
UCOutOIcn_oho8pyVN3Ng-Pg,1,0
UCOvOXLATfCrOJmAYaO4mRBA,67,18
UCOvtqjHNCBjDoOFtBPz0GFg,15,11
UCP0_k4INXrwPS6HhIyYqsTg,30,24
UCP15FVAA2UL-QOcGhy7-ezA,31,1
UCP1iRaFlS5EYjJBryFV9JPw,25,22
UCP1pFvd3OF_MVCddBcH8Uww,23,15
UCP5tjEmvPItGyLhmjdwP7Ww,63,52
UCP6HGa63sBC7-KHtkme-p-g,30,8
UCP83iCyLq0Q5VdaQKp0r7kg,9,4
UCPCoaKCeqmWhCwCH5Ht7dQg,14,9
UCPDis9pjXuqyI7RYLJ-TTSA,81,53
UCPH3Oz99Y_jrVBCQMjQZNSg,24,0
UCPHEZwHCdwWohY7axruy4gA,27,4
UCPIvT-zcQl2H0vabdXJGcpg,352,167
UCPLfrdK84czJXYf6QA7OW9A,47,18
UCPREnbhKQP-hsVfsfKP-mCw,36,6
UCPT5Q93YbgJ_7du1gV7UHQQ,36,10
UCPc9yOXlAFXcLILa104ZEKA,51,30
UCPg8tOgxZRzzcxpVuC0HtrA,54,39
UCPgNUJA2GO2uEKx60hKRcOw,37,22
UCPhADRTIwDxB0vVSU33CijA,34,22
UCPiretti8qKVskv5a_T9vtA,24,17
UCPk2s5c4R_d-EUUNvFFODoA,246,164
UCPk5EdfTqVkEzDQ89FeuOgA,14,11
UCPotnGNahFjLWjfsq4KYvuQ,281,143
UCPrbh_9pghzmzkI1wJJRv7Q,4,4
UCPuI6BuxfLHN5si8lFroQPQ,32,19
UCPwAIwQQXw-YqEvhmcNh6BA,24,18
UCPxKnXgokkBNCFaSkdy44FQ,6,3
UCPy-vsBDyrEu3I3DJRUuvyg,61,32
UCPyd4M9Zj3YJ2IZKkVtHATw,33,21
UCQ137sJ-dtlU-r5EDgMEPzg,28,15
UCQ1O4XEUMO3_dYEYRvGQPDg,32,11
UCQ2sdgDhkSrVLYwfTUVw7OQ,1,0
UCQ5DkUL8c_vbflfQ8LRsCIg,33,20
UCQ8lmvvnyY2VeYebKOR8xLg,25,17
UCQBJsCjbtlyTZos8U1wqzgw,3,1
UCQD-0MjUbDBwm2UTVYr0Dag,31,25
UCQFYC_kwJ_FSs5UvZryzDFQ,26,5
UCQG3G4I7saIZIKxwYp1tqTw,57,35
UCQGCVWoMtVmYt9rDsOFFSHw,8,5
UCQINXHZqCU5i06HzxRkujfg,23,12
UCQJOYS9v30qM74f6gZDk0TA,30,16
UCQJoT6HfpDIc_A75RLWHGuw,9,5
UCQLJFXhxbl5SMfcGZSnURhQ,29,24
UCQNqdaEMfiiNxTiqoyk1dtA,21,10
UCQOidFKQBMvLXk7PxGBXWyA,21,13
UCQVwn0HNVFhg52-8ln0WJSw,25,17
UCQW2mxSiyhvpiGDHBCgpTJA,2,0
UCQWnytHKeJEHXh85rC6tW2A,30,19
UCQWrlWwNsMvvurG5HXXWLFw,23,9
UCQWsAbnIFxAP-jQQfM_oYBQ,38,34
UCQXHTFnQYFTqN0MqmNh9EIA,60,41
UCQY4My_4PY17PWsN89hZHLw,47,29
UCQaSOYxjm4rzOvWj3hO3RIw,60,43
UCQfEbxZRyIuNZ6WpxsC0FKQ,6,5
UCQi67q4kGdmnJaRzX81uK5g,33,12
UCQjTRnvho8S9ddlEvgQy_kQ,33,10
UCQtW2oz8ec8pHjjxawujNjg,60,32
UCQvZD_M4nzOSyrPx0LfgOmQ,36,0
UCQxTL5uhg3jYRakna8CvJ5g,8,7
UCQxbkY1l9orvoMLv04pCOcQ,54,38
UCR-C3qlUdtgYFgPF8rM7Fig,24,6
UCR1Jltq7vMzGQVtRd-DR5AA,34,12
UCR1RfXOHsYfx5hVYtt8RIXw,52,35
UCR3j6-3GD6aGV-LeUMRBc6g,35,1
UCR3uO1rDJsGLbSUtfUyuCKw,33,15
UCR8NsuqnMSWNQoKihSCdUcQ,29,7
UCR8j9H0ZiLbww8_U2iDKISQ,5,3
UCR9NuNwCUIhMOLUQnLN7_WA,21,17
UCRHBpvcASQs852H0t4mt1zA,36,25
UCRKOv7wEWoEaQhsT0adfyQg,32,23
UCRQMZQ0R561looJMoxPmRoQ,28,15
UCRRr_xrOm66qaigIbwFLvbQ,30,24
UCRVsqvXIdgyPVS-a6fGa1lA,25,20
UCRVtlcqayOmyuLIDrT3ng1w,27,18
UCRdfhTdKpGtJg-QIuAIND8g,31,19
UCReBxgLlq_Bim6hRmKn-gxA,29,15
UCRgQkscIizzXbStAeuMWLSA,29,14
UCRgn-SAQZa4I41zLH03LoOQ,21,19
UCRijo3ddMTht_IHyNSNXpNQ,220,159
UCRlICXvO4XR4HMeEB9JjDlA,31,27
UCRp02OXHKJchXN0ph85MQWA,22,1
UCRpNVpZoW56rOsV-6wFK3lg,28,15
UCRrlRjsRafOBheGLX02dJtw,22,13
UCRvPS-dk5CHwUb090JJPQQQ,9,8
UCS1--ycUQWjD8X6ohewmqBA,31,20
UCS1VnI5YDRsVXUAqVaS_O3A,27,7
UCS261lQDXjMvc8Jck-2CQEg,30,10
UCS4jPUCax8d3f-uke--YXXQ,45,31
UCS56r87Y7q1SrAB-42brE-w,116,26
UCSFDaRqTfAhOLhtvFPrAltg,33,0
UCSNX50LYGXWV_e5UWZGPGbw,13,6
UCSO2Hp9UYEEVjIQMD-X6-vA,26,17
UCSOfUqPoqpp5aWDDnAyv94g,31,14
UCSP-Zyx0O16EdOMrt8EfP7g,1,0
UCSQ0byICE78DEDa42Ls5cmA,24,15
UCSUwTmHIP_rlCTZeQW2oiEg,41,1
UCSX0NhNdBA-ZnEFkYFzdw4A,31,18
UCSX5Gk1UvlYWYyjeVZFnp-w,3,2
UCSbgR_d3CJkhvulX2kgt_YQ,32,18
UCSe_yLDK6KSBm5cTlZ2XdLA,25,13
UCSf-NCzjwcnXErUBW_qeFvA,29,24
UCSf0s2ogUVYpJPuzW1zpAOg,54,18
UCSfX2TUPfxMpE2D2K1-ZZlw,14,2
UCSfwM5u0Kce6Cce8_S72olg,28,0
UCSh8pITCV05dOdF8MLTLpQg,29,17
UCSiBSzeyA4vlNzhOO6K7XSg,33,23
UCSiJnHenG76bZLxLatGoMzw,23,16
UCSillZr7X-5u-j_-ps_ijqA,29,18
UCSlEdyj6I4TX8mcGwL8rVlw,28,13
UCSmducBRRUqk-wAZthstM0A,54,39
UCSqqWfEwyODjgFmraGhrYjw,27,16
UCSrwhbt5DQZgTRnlPZ7EwXw,57,32
UCSvkZ_Hw1leaP7gzVZ05NCQ,9,9
UCSwsyQ0LO0GoaoMpfQ1Jrow,31,13
UCSxfEEEi6IAvnPrFeiqIlcA,23,16
UCT-VzthVAM_4ohDdKa-BbXA,26,19
UCT-nPlVzJI-ccQXlxjSvJmw,1,0
UCT09qC2vwlbJvofZRIdLalg,22,15
UCT6Y5JJPKe_JDMivpKgVXew,37,27
UCT9lB1HNkTa41ws-G2tGwXw,38,30
UCTD4oc298b3EvUNzmQVr6oA,26,13
UCTDJ9osmaIty0MVkUZymVmQ,31,22
UCTImEHaYGwXVlg2QaEVZ76g,38,20
UCTIuq_z-X16CwAtAiEYrkTQ,45,13
UCTMRxtyHoE3LPcrl-kT4AQQ,2,0
UCTOoRgpHTjAQPk6Ak70u-pA,16,11
UCTQ3lexv90TMg-H2DiY_SCQ,21,15
UCTQVIXvcHrR9jYoJ6qaBAow,30,7
UCTTQ9EBEG9LwQdgRKq_vBMw,27,11
UCTTfeKDGCqxot-KfjHptP_Q,40,31
UCTZmwwn0Wd5YsAxw0NZzyJA,38,9
UCTbKSzEamYTYYY_c2yH1fEA,67,30
UCTdMhilGQIL_Cava5S5GriA,33,29
UCTn59lPgFtcfdlajcGPmosw,26,1
UCTpmmkp1E4nmZqWPS-dl5bg,54,34
UCTrAO0TDCldnYUN3BkLmGcw,378,266
UCTu7N4-YzpGIN6Ftsb0QeGA,26,18
UCTyC11PsbR-CMXSG9M1na1g,30,15
UCU-v9qUrjMN5jsa5wO2CBIg,32,21
UCU0k21RR-k7Zxil6KMs5nsw,31,21
UCU0zC0L4o0qOos83NLhK5ug,70,36
UCU5AbNuMPGB491GcqXuzwKw,28,19
UCU5JicSrEM5A63jkJ2QvGYw,28,1
UCU5eV0c0SE0TMXrV8P94jAQ,99,65
UCU69ROL7juUiTZVs5PsN55Q,85,60
UCU6NYyAUa60rTABMxBhOVig,22,2
UCU9pX8hKcrx06XfOB-VQLdw,25,17
UCUBIrDsIVzRpKsClMlSlTpQ,25,0
UCUBSTJf4MSrnohk1Ghc4Pcg,26,13
UCUFJO5h2NuvCykRJUIkd7oA,36,27
