channel_id,all_comment_count,eng_comment_count
UCUHW94eEFW7hkUMVaZz4eDg,61,44
UCUKxvWVo8lmRXkbTOkqUhGg,27,14
UCUL5z6KvrvcUrH7YVW60l4w,22,4
UCUNkaUjhRArzU4Tm_TPSDlg,32,1
UCUQw5JQgxAXcX1SvixOIH0w,32,9
UCUTOwFZ5grVnUMvvleA_JMg,35,14
UCUVa51UA_690sEKyRbHb-5A,28,10
UCUVmgle4npABEDrp0M3W5Ig,29,17
UCUaT_39o1x6qWjz7K2pWcgw,51,13
UCUeqBmTJuzo6Tod5qr_Kt5w,27,9
UCUhFaUpnq31m6TNX2VKVSVA,35,18
UCUmC7gXciukRv73CQRQ5QGQ,30,8
UCUmGg8gWrksbMAE_jr5tbjA,14,1
UCUmV8nJBzRDj0a7G0EQdDSA,30,21
UCUrkOmXvcHOX4A1ratGe5Wg,30,22
UCUs8sGiP4avNaYNVO22INhQ,25,13
UCUtgTKF1KW8JeN6-kFOSwmA,39,29
UCUvvj5lwue7PspotMDjk5UA,63,50
UCUyGEgRT5nv7BawQc-_jOSw,37,5
UCUyrh2YiYgrZKbU3JILXKyA,29,16
UCUzqqqpY_kYzcc4rAHTt1iw,91,73
UCV-yCAXMS-nWrHtORuDfSuQ,30,25
UCV4c4hulnbuVPm-mjd3AFjg,33,7
UCV98XLgRrqS7ZvoWjmBb1Ig,33,11
UCVAYy7_zddIx6USjXscV9Vg,34,20
UCVH50QVYHQ1W373tNpOqKrw,8,3
UCVHxJghKAB_kA_5LMM8MD3w,25,18
UCVLbzhxVTiTLiVKeGV7WEBg,3,2
UCVORTRHbXA45EHTCK8i5joA,19,3
UCVQJZE_on7It_pEv6tn-jdA,246,193
UCVS0xBpOtXBAl12rdG67-OQ,31,19
UCVTQunGrE3p7Oq8Owao5y_Q,29,17
UCVUgjaDIy2i2LP4Dw0fCYJw,31,22
UCVWf4JNrMuKz3Ugjb4dP7TQ,64,49
UCVaQwUU0NLkBeO6m7_j2U2Q,35,21
UCVbBtdw-_SCqGDs6-_awaDg,29,15
UCVfwlh9XpX2Y_tQfjeln9QA,70,47
UCVjWIUtdNizm-0eFyzhAj0g,64,21
UCVpWDEFirsEfz2WGJMVd4mA,48,37
UCVqcIL9ver6C68f_q6t4kMg,36,27
UCVrEHNmwOcTM85daIG6PSVg,26,18
UCVujWH99XzUbQ_re6leOdPQ,26,17
UCVuuI7QB8ViizzVAH3L_H7Q,25,13
UCVxR8M2OeHf4BdKzzzpz83A,31,9
UCVxczb2wUx9sVWXT2OHAN6A,13,6
UCW0xEGHTgwZVhXGLVcDoEOA,30,21
UCW2VhxXe5jfPShIE8vz4Qwg,11,4
UCW39zufHfsuGgpLviKh297Q,70,45
UCW3otcZucyNZvzmFWd0VbtA,30,27
UCW4kB4e8hD1n9AxEEHaI0rw,27,0
UCW5677agcbt6lqj5RZnZLtw,27,20
UCW5BaXolL-jh1wAmZC78leQ,34,22
UCW9CXYyHdzI0w8icz4gHi3g,26,18
UCWBWgCD4oAqT3hUeq40SCUw,472,345
UCWEK3RhJB-BkdMZ9fiROVAQ,32,23
UCWEPVo6y9qm3AtG7E5fGfkQ,31,10
UCWGsC1q1o7iZ-4-fLGHop0A,35,17
UCWI-ohtRu8eEeDj93hmUsUQ,119,82
UCWI1AJmkMm_sbTX_Ps8gQAw,164,106
UCWIgJLwHx4jNOtpHQD8OiBg,16,12
UCWOA1ZGywLbqmigxE4Qlvuw,61,49
UCWQDQW0N86BCduhPtXUFXdQ,24,23
UCWQrSQ0wJ3oZshXsZcl_Srg,60,42
UCWS-W2jeV5Sua4sLCB7S2mA,35,30
UCWYs4KqAdayj6oTAYVKDplg,31,22
UCW_V77YU0leiI2LaCB2DCUw,23,17
UCW_X3-IRNdOl9vrZ-zGthlQ,23,11
UCWaOde99oeUVoXbIj3SNu9g,57,8
UCWasbqA48hH_MVnxnloiwEQ,32,8
UCWf64R6hBTDiMBQVpMB_qvg,29,18
UCWgaeTtHCcp-vl7Dc4f1NwQ,28,19
UCWk_6kgfcNwWbVUdq34QMSg,29,17
UCWo4IA01TXzBeGJJKWHOG9g,2,2
UCWv7vMbMWH4-V0ZXdmDpPBA,161,121
UCX1Hh7CvEc3RCUd4NRBWJMw,34,22
UCX5qMbq8Y9h9TOdFhKUhkrw,101,87
UCX6OQ3DkcsbYNE6H8uQQuVA,34,5
UCX6b17PVsYBQ0ip5gyeme-Q,599,406
UCXAQAJ2DNbuk0_XVG4X8b-g,32,6
UCXDPZNH-eEXtrxr5Ert1LWQ,27,5
UCXIJgqnII2ZOINSWNOGFThA,138,93
UCXIKbPYyn91yEIRnsPvt51A,27,19
UCXJH_apV_2TjktPkGwkg0Ww,35,16
UCXJniNhLPJSeYXAfUzexHSA,110,79
UCXOSzGyN3EPZfKE2hujeIYA,27,18
UCXPnZDZY9puB0kIrX7hGXIQ,33,7
UCXUH2dmTnXMSxmJfp4-LT8A,28,12
UCXUJJNoP1QupwsYIWFXmsZg,30,15
UCXVWREy73z87S9LMBnex2gA,15,2
UCXWjM0L5apQKHu8-YQoihvA,40,22
UCXXvOMN_74Jad119ybNce8g,65,47
UCXZTnzvoL4X3saPYsfLwxuA,85,67
UCXbQFmkRRipuQ902JBq1ckg,5,2
UCXdtwY5TaRQX9qzTwBmzAQg,39,23
UCXg4rJUbDP1IP3TmZ9KDpJg,30,21
UCXgoURISTjifYA7CG55xpkA,92,59
UCXgv6qemwooHi71a7-htxAw,25,1
UCXqlds5f7B2OOs9vQuevl4A,124,64
UCXslS997yoJ1w9ZZTCh0Img,31,21
UCXtCobcQRbIk-_sPSJUXzmQ,30,12
UCXu3Qcw018ZNU0qJ3hVn9mQ,22,17
UCXw1ddyrUmib3zmCmvSI1ow,65,49
UCXylA9BrLQzaqCR0wNH_nwQ,31,7
UCY5NDinr2975LghozXAeTWQ,20,12
UCYBARVyitZWkFKovnC2jf2g,27,17
UCYDQnAs-0zs8m-s6BMSnehw,31,0
UCYDVFfp_AN1WBiNwaf9522w,326,228
UCYF32kNlU1t7Q0PedXktyzg,7,4
UCYI_ychRnL7sJrG6PUSBpQA,31,15
UCYJo04cZFlwL3XNnJ8aYtTw,33,3
UCYMA5wEYOl5etySIpDWaNwQ,18,0
UCYO_jab_esuFRV4b17AJtAw,31,25
UCYSMmZnOy9LEy5jhEgMyddQ,22,17
UCYUPD1QyZStSkdRvG9FPQ4A,26,19
UCYVuC_glCfB-jgc0w1O3EDQ,1,0
UCYWIEbibRcZav6xMLo9qWWw,27,20
UCYYUGTG__Kc_4RBhv7FEolg,37,32
UCYb6v1AlX6prKl83DswM5iw,30,24
UCYbFCdcMfA68ZvJO__zTUjg,29,21
UCYbggI6qVceWa1_1dfH0hMA,23,10
UCYeF244yNGuFefuFKqxIAXw,98,72
UCYenDLnIHsoqQ6smwKXQ7Hg,30,20
UCYgL81lc7DOLNhnel1_J6Vg,92,72
UCYoKN0FOSrHo1qf4ZqlM2CA,23,6
UCYzEMRKqrh01-tauv7MYyVQ,35,24
UCZ-zUkkdNTYAYDgkDyeb_hA,32,10
UCZ3B62fbP1eBhBEEoH0YxZw,38,28
UCZ4AMrDcNrfy3X6nsU8-rPg,191,125
UCZ9JyVqKfccAyY1v5kc47-w,71,29
UCZAc6j2gnLgbVtvZ9F_biQg,24,12
UCZDCkQWcA3fh8rvrPXUb16g,28,20
UCZFMm1mMw0F81Z37aaEzTUA,25,6
UCZGQTIY_ompQk2GeAhRpy2g,26,16
UCZSKX0Sp81Btp0taUTS7CAA,15,7
UCZSlfzadjnw7G419c_OJ9eg,83,63
UCZT6sGZLgx345xFuvSWxaoA,31,16
UCZW5lIUz93q_aZIkJPAC0IQ,25,13
UCZWlSUNDvCCS1hBiXV0zKcA,27,20
UCZYTClx2T1of7BRZ86-8fow,210,150
UCZ_sh7Adgm6BqnnK3elBErA,48,26
UCZaT_X_mc0BI-djXOlfhqWQ,62,41
UCZbDycYPRMKxFiEeBTAcmnw,55,42
UCZdrY6BQMhjUdHX3moWVKWw,25,3
UCZgt6AzoyjslHTC9dz0UoTw,36,27
UCZiCgb0Ci1jDfNw9sbrHNUw,14,0
UCZnIrAaCCofirZ8xSC9jh0g,28,1
UCZobTxGcMQfWEJ3Di_bYycw,31,19
UCZpvLeZDtm8mmmvwgBrNVyg,97,54
UCZrXbiKCUkRNd0Dgn3sDXqw,36,26
UCZtoHl1p6R6_iLm2yjA9gew,25,16
UCZvoUuniFzmOjfBt67lNsEQ,35,20
UCZw2iqBZShBxWy8r1fwqP8A,22,14
UCZyoOijdUvzzd6xyRwac9CA,8,7
UC_0vAivjbJUH6RShuK8h5Mg,31,26
UC_35hRJlT4PEmvFCcU6l_3Q,62,45
UC_7QMZFw-6tCGRfvFOlogNw,27,3
UC_7vFlErTHxVD-IFNB-BFCg,17,12
UC_976xMxPgzIa290Hqtk-9g,22,12
UC_DtZXGLt74sv8EV1Covp9w,28,16
UC_IRYSp4auq7hKLvziWVH6w,26,20
UC_OJauDTr39a7rF1hvqnWIA,63,44
UC_Qcjmf7vL19BYW_bHYSfAg,30,21
UC_RovKmk0OCbuZjA8f08opw,22,12
UC_ViiQBrIqBK6Jd2fs8UU2w,60,19
UC_aEa8K-EOJ3D6gOs7HcyNg,68,31
UC_bXJnsgwOqEPA_-6N6faKw,22,1
UC_fFL5jgoCOrwAVoM_fBYwA,29,17
UC_gUM8rL-Lrg6O3adPW9K1g,415,304
UC_hr4utPQ2Y59Y5v3sPG16Q,34,22
UC_huoGvQQc8tAh27gR_MdjQ,27,16
UC_oMKGSjJp838-WKqp0phiQ,29,16
UC_pwIXKXNm5KGhdEVzmY60A,27,7
UC_v7EPbixFI6xC5MgCHjo8g,34,11
UC_vz6SvmIkYs1_H3Wv2SKlg,25,20
UC_wCbFZHCh9amfaXXI4yq_g,58,37
UC_z1-SiJKvvBsFb95eT9JwQ,27,21
UC_zEzzq54Rm0iy7lmmZbCIg,58,15
UCa-aGbqYQA8kAJy94v9yKtw,32,16
UCa0oRkEafAO4Otb-_aFXVcA,22,0
UCa2Nr1Qm93k07VuwEXCnrog,13,9
UCa4a-hXHI8bitNXnvyZNzEQ,20,9
UCa5R55NSXiWAZWi9997XYvg,34,21
UCa9siXYE9McabZSTOkhnUtg,18,9
UCaC4prHJ6uWSIKyaEvfU00A,59,37
UCaDBRJTQhIg_QhCkW7SxWGQ,23,20
UCaFGDBmGK_jw66u3av2Ysjw,14,11
UCaGEe4KXZrjou9kQx6ezG2w,93,73
UCaKZDEMDdQc8t6GzFj1_TDw,30,19
UCaONRNFNqn96eE58GD_UylA,35,18
UCaPu3LJBU5w_ghFUMeko-nA,33,25
UCaUz5kEkQCTh29pLJH-gjVw,28,18
UCaWKoo7s6UWWBONZQZUOqRQ,28,20
UCaXkIU1QidjPwiAYu6GcHjg,64,42
UCaZ2jG4qd1vY-Tkwiq9FBlw,26,15
UCa_3ly2XPt-y3tkkEtGfpCw,31,14
UCaaoXEItXBzJJtjvSfXx_CA,25,0
UCad9ZgDkH6Kq7oiM8rkaqAw,30,24
UCafEZMU5s8geb9oIly6xTrg,26,16
UCagiBBx1prefrlsDzDxuA9A,31,23
UCahRghBkidF24RvCXLL4ezA,35,13
UCaiL2GDNpLYH6Wokkk1VNcg,32,14
UCakAg8hC_RFJm4RI3DlD7SA,31,24
UCamdvUq4-BoneYsHZt0Agrw,115,83
UCaqcvH8EvUtePORpN03jLMg,28,24
UCarSZcFQ6-0eqZrAG4pKoMA,88,61
UCavUx5z-IziOIxbsK_Ah7ng,19,12
UCb1GdqUqArXMQ3RS86lqqOw,11,8
UCb2KzMTnUAoPraHjlsagZOg,33,20
UCb57aRZr3KsykS_wNsD5Ptw,86,49
UCb75PJZ4oUf-6ctnDov15aQ,30,2
UCb8vrqP8Z7Oz9ZTYvUtjUHQ,28,24
UCb934vQ6fg1JZQKvkCQ_j-Q,38,17
UCb9A6uotqUiuVCvVp4GMqOg,67,28
UCbAlVnKhbGLK78GsSemQXxw,65,43
UCbAwSkqJ1W_Eg7wr3cp5BUA,32,21
UCbDt6x2bir9DvSc6Lua-Wog,35,21
UCbKWv2x9t6u8yZoB3KcPtnw,35,21
UCbLhGKVY-bJPcawebgtNfbw,25,16
UCbNcr0Zb-BnNrAXb7g9b_GQ,30,26
UCbPSQzSdy20ePVpUyRPdj_A,28,16
UCbRP3c757lWg9M-U7TyEkXA,30,19
UCbVFWdsuYErQacj-X2dth4Q,23,1
UCbW18JZRgko_mOGm5er8Yzg,60,36
UCbXgNpp0jedKWcQiULLbDTA,26,18
UCbY9xX3_jW5c2fjlZVBI4cg,92,62
UCbZyma5GjryWeBnelqIpJGw,32,11
UCb_ilU-RAbFstaVvYrTA5kw,17,10
UCbaGn5VkOVlcRgIWAHcrJKA,25,19
UCbaZa-dV7h9QOLzrzrY363w,31,17
UCbabUTCLH4kSJnoFl5RhbtA,31,28
UCbbXg21dyATWYJAJV2eKUdg,30,5
UCbc3_Q6R6kFvq4o9afJoVdQ,26,12
UCbemw7xLVdqukJJR6qm4AMA,1,1
UCbf760lHTElhPrG4kyI7twQ,30,26
UCbfBFlMglqjaSIIRzTivB2Q,55,33
UCbiGcwDWZjz05njNPrJU7jA,30,19
UCbiNMBd57pgETEFbiDSa4yQ,21,0
UCbjG74k_QkVxYkniXajlXsw,41,3
UCbjgKwnWnGG7sKCPTRgrFcw,20,8
UCbk_QsfaFZG6PdQeCvaYXJQ,23,19
UCblXhdsPTSO63NhHZlNJvUA,29,15
UCbmOgzvvDg60mXGm9t9Ad5Q,92,65
UCbmRS3i-yPQzsz2B5EM43hQ,61,34
UCbmTWHgTCBRHKdzfYVIY6VQ,29,19
UCbpAbeTSSyYoCNSXIFWFSRw,31,16
UCbqcgYtWRNbiRQn179Be59w,17,7
UCbryyDwitBwoTGsfNkTlprw,11,0
UCbskUSc4HGQf6g_cPzq_Rwg,24,15
UCbzxpRCGBvgIdI4PrO-P0mw,21,12
UCc-Yj3lMj3s_n1tqcGIzQ6g,23,13
UCc35WvHmQjLE8NN4Y_ITmUQ,31,21
UCc3Oeyd8Z00K8YrW6I-9v1g,11,2
UCc5dpUKLcZQQaDxMB_nYi5g,24,17
UCc5vZEM1MLUzCrg_aZIJdeA,31,16
UCc6Waxx9PybeXiF_xTx9g6g,24,13
UCc7gpqMnnOSbU_F2-5MVVZw,34,9
UCcIyDrEllzVSGod9djI6y6w,28,3
UCcJQ96WlEhJ0Ve0SLmU310Q,27,20
UCcJcLmalpzHfE5-qNtMujVQ,33,20
UCcJyQ5dihoKAKwk2aRi-CQw,35,26
UCcKwYjeZl4ceDqkH62_DKJw,30,19
UCcLeOkD84a4nIvQYMj6Fw5Q,25,13
UCcNPbOeFo-qM0wpis8Lwdig,31,20
UCcSNcvoslI429tBF8FQAa_w,28,13
UCcW1cNDhM6nSM_Rai4WMHIg,5,0
UCcXPEPxkcJId307kh_0divA,32,21
UCcY_4DFaSXdZk0hKolzIitw,29,7
UCc_M0OhnIMsfDdbS44n-YzQ,32,21
UCc_bMCfOWdFe2jweTBtHhWQ,27,19
UCcaEVV7A47J4k9GFcqOOYkg,23,9
UCcd4iyTC0KkHPgfJmcDY2bw,24,16
UCcf1t1tH-Pp5bmu4hbAytwA,64,34
UCcfVrE3mmeQZ_RN3u5cUECA,38,13
UCchBatdUMZoMfJ3rIzgV84g,64,42
UCchgIh8Tc4sTmBfnMQ5pDdg,26,15
UCchhviX4AbFlBnpJ_0u-caQ,27,5
UCcjVGHwHYVOkuvNEX2UH11Q,31,23
UCck1m7zZdzioiUzqhzpdNPw,66,32
UCckltLEhFLv8Xz_lQhYfwmg,11,1
UCctDQlR34dhq8p3vSKfh8dg,109,20
UCcvczmsieHPRsrpc3v7GUmg,30,26
UCcyOI2xMEfK940Tgwzb2VHg,32,22
UCczR_7pZca8dAljwZCemXZQ,30,28
UCczVGEKd7mlIaEenCdbH93w,31,24
UCd-3yWPyqe1uzAqJcppUWHQ,67,35
UCd-swDW3HCs4LTZhq8Cf7Fg,25,19
UCd15dSPPT-EhTXekA7_UNAQ,67,34
UCd16q6IUlZtKWhqnt3gKmuw,29,21
UCd2KNtfphz8HvYzM4pwtHmg,26,20
UCd4t3EEUy0LUOM4MTdjpNHA,31,21
UCd5hdemikI6GxwGKhJCwzww,111,75
UCd6MoB9NC6uYN2grvUNT-Zg,62,49
UCdA2SVgIp0OPs0-18htMPXA,25,19
UCdABA6CLwAZ5ef_QoqbI60w,24,15
UCdAdcNyKD-OXAVjexM4RJ7w,27,18
UCdJfRd1KqFBzVsJn9tC-JOA,40,27
UCdLIM09vCWUHsvUCmIRnLZA,38,23
UCdLS3nqRXp4lf1DYFm53UEw,3,0
UCdSa5ypKUP3tMUVD2P1Ha5A,39,12
UCdUD6racxisHiSX9iWFcuug,25,17
UCdUl_bahs2CptEdW0us2TRA,105,66
UCdXiwzRdQhVkKWxuUdWG8Cg,29,15
UCdclVw08N6Hyqo3PEr5fx2w,30,17
UCdfbgAEwn8tRpseFOaS2NZQ,33,8
UCdi8yQBdBfn1ECu3ayH_TnA,89,50
UCdl3ece6ZfQwsiLbMnh2bCw,219,159
UCdmEIMC3LBil4o0tjaTbj0w,91,69
UCdngmbVKX1Tgre699-XLlUA,59,47
UCdoadna9HFHsxXWhafhNvKw,5,4
UCdpHK9wCO75Pw7kxTfAxoEg,43,37
UCdqFIax7iWc7_fm4-_7pRRw,28,12
UCdqxiqIJfiyhI4uu6_74ztg,1,1
UCduf5_5FnIptzDMBJ75ttFQ,67,34
UCdvBex6r_1-i8Sut-mCy2Jw,3,1
UCe02lGcO-ahAURWuxAJnjdA,23,20
UCe038r93Ei2Uq2vHdTArmkw,34,1
UCe1KxviEvkGbkTAcaw6F6-w,38,29
UCe3qto8hTcjXeTEDqngqXVA,23,5
UCe4TiRe3lU6kGVr9S3_2SCA,266,191
UCe52oeb7Xv_KaJsEzcKXJJg,26,12
UCe7AsLJPq-tCqIk6nLtNMQA,22,10
UCeGa-vSdaxefW7sWtkV_K6A,27,11
UCeGvn22v6BDVnE4wRePB59w,23,10
UCeJDMiXb139qrWQxMayqmmg,28,4
UCeJFgNahi--FKs0oJyeRDEw,34,23
UCeP0-mA85a1UM05qFMub7Ow,23,12
UCeRjueZ0Fud9wumh5T8aU5A,24,2
UCeTDBdYwXw00Euml00SAOrg,8,1
UCeVb1p9-ZgbuNCDpITSfxVQ,64,39
UCeY0bbntWzzVIaj2z3QigXg,209,155
UCeYUHG6o0YguM-g23htdsSw,1,1
UCecAIXPb5KTJz5BFnUzlTaA,36,28
UCedhmYxrEunepeet06l7veQ,30,12
UCejVe2sNPjjvfCXg35q_EQQ,154,102
UCekG9LXAsu0F1TW12oe5qAA,25,13
UCelOyySQMezOEo5DfWk-0dw,22,15
UCenjunBhBhvKjfDAESnoppw,32,19
UCeoU2maQX8JiQ9DTuhOVz5g,25,14
UCepf2rSJI7XMvSN4iP5Wf8g,22,8
UCet0ZrYmw-V_hsGPb7KsiOQ,389,267
UCet_y01v87pE7MPGikjTQQw,29,14
UCew4GaVjAsE5Pxrvf9vAimw,21,13
UCewp2wR1WQK80rBjCxyLmuA,24,5
UCf1jN421MvkLJGO0a8SKe5A,34,21
UCf4iKXL_SJQ5d0qsKkboRRQ,58,37
UCf6_sB2Wl1qHMA9xgCQoB0A,26,0
UCfAfMATkdp1kClTEENP1oqg,56,37
UCfCC_V-j9nmTSHFNX7B28DA,2,1
UCfJT_eYDTmDE-ovKaxVE1ig,37,28
UCfJrdVVcWZMHLC--a4ovLLQ,31,24
UCfK_cpbu5KOoF6qOOQ-vZgA,4,0
UCfQ3dJMtQxPdsR7yLoJR91Q,24,12
UCfQk5qGOEO5cPPDFlQe2lFQ,20,13
UCfT1UNfPy_MVtQ-FYpaaoRw,27,0
UCfYHvYyFICHwHVO9lHwmiig,39,14
UCfZGWKJI5wT81Nsb_VOUlhQ,25,18
UCf_6wNttvdZzV6Y9w-HX32g,29,15
UCfbqdAYRKCKS3okHg8VhpIQ,34,26
UCfdI5E2F4r-rvwdqSy3vdbg,32,18
UCfdNM3NAhaBOXCafH7krzrA,32,23
UCflPux62TDLc_SiRsLZYIGA,31,27
UCfnEmDUWC4m0k-tDDGVM2Uw,28,23
UCfpC0sas2CVEs2ua1SwSGLA,13,2
UCfpQNRZUpg1S7TePCrDlBXA,34,21
UCfp_ObeA877WJcsrQ2zKyyw,26,1
UCfptHH9wJ0ZwUOF0uJcZw2w,23,12
UCfqI4vaaO70rqTFkESj99nQ,24,20
UCfrREf-q6PbTxNgsB5XAp6A,33,11
UCfrd3BAfIxnQurW6onoaY1Q,27,16
UCftwRNsjfRo08xYE31tkiyw,148,108
UCfu4y0dhh8STmiQyvfk4t4w,29,20
UCfwE_ODI1YTbdjkzuSi1Nag,52,35
UCfxNjlPAfbtKe9u0c6mhOHg,37,14
UCfzP_CiebRdveD9rRZv5Ndw,7,4
UCfzdwrvkTuoBqQDpQVC8gpg,26,19
UCg6b--eTCc1ozV92IOaNvVQ,35,26
UCg72Hd6UZAgPBAUZplnmPMQ,31,19
UCg82O1dADLORJsVPUTSOwGA,60,3
UCg8xaLuLPSqDki04Ulo2ywg,37,22
UCgBmZT8C8GdSPDTKmpZFZfg,33,22
UCgCnU-BQNJJJhKbc-oBMpHQ,9,4
UCgF4BmTIR27laD-8HQK0HZw,25,9
UCgFDGnuxli7vIPpj99xCbpQ,26,18
UCgFP46yVT-GG4o1TgXn-04Q,31,18
UCgJTEV-nL2oEp1PxPRN9Ghg,35,15
UCgJgDI5G8PaaVOrLd0Z_Cxg,70,43
UCgKEvLp8DXCTMq4QY6wW7bw,36,2
UCgKkNPU2Ib7_TcyAl8M2S-w,32,19
UCgPeJSMnI75Px4p5sZeIOcg,32,12
UCgRQ1rabw6ai7eRCgQFOoHw,1,0
UCgV-hgprraRb071mumQFw2g,25,4
UCgV0XiAesMW_-P4nkvMdVSw,35,25
UCg_2rtTN4Mk0xQiSUg4VnAg,33,5
UCgaAi6NU71GB0qFp576NSVw,21,8
UCgaw0t5Elj8qIlnjvnBImrw,14,2
UCgb5Cb71XvKXT5V1d2ORVmg,24,15
UCgbM6dslSl_h_UaU3E32tgQ,63,46
UCgbyN_o-Guwpyqfuuz3pyIw,25,16
UCgdVzGujDgKTYPUuia2R0bA,23,14
UCggQRXA6kODeQ16RlAmihbQ,39,17
UCgjFPVezDdWXv6FiYDFIsow,18,16
UCglXlpWjIi95auM3umWWLdw,33,16
UCgmPnx-EEeOrZSg5Tiw7ZRQ,28,19
UCgrHMffytDYdZlvVCuw8peQ,33,25
UCgsTgyATKBhaRzh69swGdIQ,33,19
UCgsX_O4_Zc7lkvVuQ-BpUCw,30,23
UCgyHfURgVpfPzn1n1jSVTRQ,32,2
UCgzDCYjPojwbyQCUQLAMCuA,13,7
UCh-GXxkUCFItAvmkTlbnPTw,159,99
UCh2pESyYhs7ffFE6w9i_zzg,30,4
UCh3Rpsdv1fxefE0ZcKBaNcQ,155,87
UCh3dLwn4Y8K3EaRKcaJthnw,25,22
UCh57HG76EOOhl_pmJTXhblw,23,14
UCh6KFtW4a4Ozr81GI1cxaBQ,32,19
UCh8IuVJvRdporrHi-I9H7Vw,63,57
UCh9IfI45mmk59eDvSWtuuhQ,61,32
UChBEbMKI1eCcejTtmI32UEw,33,22
UChBMeMPvsKA-M3QLgEriwhg,10,10
UChBVf9YnourrEDTsbbwJPRA,26,19
UChC_apOWk6MSl03byUiVZRQ,72,50
UChDKyKQ59fYz3JO2fl0Z6sg,40,31
UChED8xs4xz2In2UhClxkQ4A,11,7
UChI-cTok8fJePnryAd0mTvQ,35,24
UChJr8gb-lKSt_xgSUX-e98Q,28,21
UChLtXXpo4Ge1ReTEboVvTDg,27,21
UChPRO1CB_Hvd0TvKRU62iSQ,20,13
UChQEdt9dBiCkcCch6LyrjtA,61,19
UChSciKtfmRO5YsjZ0MQYMcg,31,25
UChWfNxxWaBeoD7ip-EMwN1Q,29,11
UChX2haJZZJOtIIrdqLPvQWA,29,1
UChY_9WJx0saa0St48lSdytQ,23,17
UChZTy8gPA5do3YXLbF0JG-Q,28,2
UChbVeRtv-cDsM9-PO4Mxltw,24,0
UChdlb6PNmNiv3KlfiMMsoiA,92,69
UChf6xi1WL27OEqLp3wu0q8Q,30,20
UChh3WEYwnNgo34KifbWuLZQ,33,24
UChlT7gVbt6l0C2Q_DLlU4cg,38,20
UChneGqGy_lmvfcR1v_avL6g,25,7
UChpleBmo18P08aKCIgti38g,25,21
UChvK5pQeF9_Ar6XR4ttc8Ww,10,0
UChz9LmLfA1Q2SCx32fYw-Og,24,14
UCi22AHGFBBUmdykTf8AMMfg,14,8
UCi3SR4l-4eX54WYyheuSkXw,8,1
UCi7GJNg51C3jgmYTUwqoUXA,29,18
UCi7Zk9baY1tvdlgxIML8MXg,16,13
UCi7wDE2ZTiR5QYYrUY5WhtA,36,30
UCi8e0iOVk1fEOogdfu4YgfA,31,20
UCi9SqUCnW_flgsrl6_PRJFQ,31,24
UCiDYojuf-S9wwMs98aUGbJw,32,26
UCiJUp_NBW2D_UMQIvq2nlPg,29,22
UCiJcM95iuhvQoGkmz30eV1w,25,0
UCiMbglOfIEtT4-4EY-Ruf5Q,22,1
UCiN4rF5XL_fKYOZkGKtdaMQ,19,11
UCiNFWM5vl3Jyn3NBXxOX7dw,1,0
UCiQLg9dp-ui4YzBWrce9Dsg,37,14
UCiQadjXDPqZPwIX4EXAG8OQ,14,9
UCiVm8XcbwS8-pcDEa5lFXIA,23,15
UCiWLfSweyRNmLpgEHekhoAg,26,15
UCiZ2z8F8ilr6SC7lOaxAQ4g,63,48
UCiZC4ppUa90nhv4b4-WiZ5A,23,17
UCi_iNBqvBJJ3oT2oroRdZrg,26,22
UCidiEXdWtuFT6DH3RYiUs3w,58,0
UCifnFdTYxNT-3WZo5krqGLQ,23,3
UCisy6taOAeLfyaCqcMQDfig,90,67
UCixD9UbKvDxzGNiPC_fgHyA,28,18
UCj0sKQk9qjiIfNH22ZBWpxw,109,52
UCj3EXpr5v35g3peVWnVLoew,29,21
UCj4sx4C9ImPJpACdoKW0OtQ,29,6
UCj4vWvd9COCwHgS82TrrPlA,26,13
UCj5K5MThs1DpTWIG6AOVPBw,38,30
UCj7S40KeV1AHEz9CEGNJ34w,25,5
UCjBktdjpQkkf7BHsgISs55w,2,2
UCjD_dIlYBil51LU42cl3EkA,29,19
UCjE9oosITb_DAI8EMcsQ5TA,29,17
UCjElJyiXmQXnWmceQ1JyKrA,27,11
UCjHWv2DU5-HLpogAAr386DQ,39,27
UCjJHHCyCSX02-LGlEr1BKLA,36,20
UCjLKJaDRNAeM0QhfK1yBibg,31,17
UCjWgFEwDOOTVQgVo1yZ8-5A,28,15
UCjZ2GbB_-JHFLKUZAn7jDjg,35,1
UCja8sZ2T4ylIqjggA1Zuukg,30,22
UCjcQ8xYMDg_4-dgKQoHrNmg,23,5
UCjmJDM5pRKbUlVIzDYYWb6g,26,16
UCjo1uN-aM3rmBV46xj7l2KA,30,25
UCjoQwR3riT9mNSwC5A6kRgA,31,28
UCjtUS7-SZTi6pXjUbzGHQCg,28,18
UCjtpP3jb9LOpbGxdNQhk3Qg,11,10
UCjwlodArwCSio3JCWUOK9Mg,29,12
UCjxAUYz6RxbcCYlNZnZcwKQ,25,19
UCjzi56cxvmEDwjo1Bd2Yxpg,48,36
UCk-KURTfguuNATLwmgIk5AQ,34,16
UCk19iYDCu8aV_KTDdELiucw,18,4
UCk1HnZpqA3HDHkiAbMnGFaA,22,9
UCk5TtU79zpTNmQrSUUIm25A,39,22
UCk6ONJlPzjw3DohAeMSgsng,1,1
UCk7DcAEWN8dna2A_KYSSslQ,104,65
UCkBmM3F-oX8YfyfBpc9yKJg,30,20
